sentence,sentiment,clean_text
I love the fact that everything on their menu is worth it.,,i love the fact that everything on their menu is worth it
Never again will I be dining at this place!,,never again will i be dining at this place
The food was excellent and service was very good.,,the food was excellent and service was very good
Good beer & drink selection and good food selection.,,good beer  drink selection and good food selection
Please stay away from the shrimp stir fried noodles.,,please stay away from the shrimp stir fried noodles
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,,the potato chip order was sad i could probably count how many chips were in that box and it was probably around
Food was really boring.,,food was really boring
Good Service-check!,,good servicecheck
This greedy corporation will NEVER see another dime from me!,,this greedy corporation will never see another dime from me
"Will never,  ever go back.",,will never  ever go back
"As much as I'd like to go back,  I can't get passed the atrocious service and will never return.",,as much as id like to go back  i cant get passed the atrocious service and will never return
"In the summer,  you can dine in a charming outdoor patio - so very delightful.",,in the summer  you can dine in a charming outdoor patio  so very delightful
I did not expect this to be so good!,,i did not expect this to be so good
Fantastic food!,,fantastic food
She ordered a toasted English muffin that came out untoasted.,,she ordered a toasted english muffin that came out untoasted
The food was very good.,,the food was very good
Never going back.,,never going back
"Great food for the price,  which is very high quality and house made.",,great food for the price  which is very high quality and house made
The bus boy on the other hand was so rude.,,the bus boy on the other hand was so rude
"By this point,  my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",,by this point  my friends and i had basically figured out this place was a joke and didnt mind making it publicly and loudly known
"Back to good BBQ,  lighter fare,  reasonable pricing and tell the public they are back to the old ways.",,back to good bbq  lighter fare  reasonable pricing and tell the public they are back to the old ways
"And considering the two of us left there very full and happy for about $20,  you just can't go wrong.",,and considering the two of us left there very full and happy for about   you just cant go wrong
All the bread is made in-house!,,all the bread is made inhouse
The only downside is the service.,,the only downside is the service
"Also,  the fries are without a doubt the worst fries I've ever had.",,also  the fries are without a doubt the worst fries ive ever had
Service was exceptional and food was a good as all the reviews.,,service was exceptional and food was a good as all the reviews
"A couple of months later,  I returned and had an amazing meal.",,a couple of months later  i returned and had an amazing meal
Favorite place in town for shawarrrrrrma!!!!!!,,favorite place in town for shawarrrrrrma
The black eyed peas and sweet potatoes... UNREAL!,,the black eyed peas and sweet potatoes unreal
You won't be disappointed.,,you wont be disappointed
"They could serve it with just the vinaigrette and it may make for a better overall dish,  but it was still very good.",,they could serve it with just the vinaigrette and it may make for a better overall dish  but it was still very good
"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast,  especially for $4.00.",,i go to far too many places and ive never seen any restaurant that serves a  egg breakfast  especially for
When my mom and I got home she immediately got sick and she only had a few bites of salad.,,when my mom and i got home she immediately got sick and she only had a few bites of salad
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,,the servers are not pleasant to deal with and they dont always honor pizza hut coupons
"Both of them were truly unbelievably good,  and I am so glad we went back.",,both of them were truly unbelievably good  and i am so glad we went back
"We had fantastic service,  and were pleased by the atmosphere.",,we had fantastic service  and were pleased by the atmosphere
Everything was gross.,,everything was gross
I love this place.,,i love this place
Great service and food.,,great service and food
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,,first  the bathrooms at this location were dirty seat covers were not replenished  just plain yucky
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",,the burger i got the gold standard a  burger and was kind of disappointed
"OMG,  the food was delicioso!",,omg  the food was delicioso
There is nothing authentic about this place.,,there is nothing authentic about this place
the spaghetti is nothing special whatsoever.,,the spaghetti is nothing special whatsoever
"Of all the dishes,  the salmon was the best,  but all were great.",,of all the dishes  the salmon was the best  but all were great
The vegetables are so fresh and the sauce feels like authentic Thai.,,the vegetables are so fresh and the sauce feels like authentic thai
It's worth driving up from Tucson!,,its worth driving up from tucson
The selection was probably the worst I've seen in Vegas.....there was none.,,the selection was probably the worst ive seen in vegasthere was none
Pretty good beer selection too.,,pretty good beer selection too
"This place is like Chipotle,  but BETTER.",,this place is like chipotle  but better
"Classy/warm atmosphere,  fun and fresh appetizers,  succulent steaks (Baseball steak!!!!!",,classywarm atmosphere  fun and fresh appetizers  succulent steaks baseball steak
5 stars for the brick oven bread app!,,stars for the brick oven bread app
"I have eaten here multiple times,  and each time the food was delicious.",,i have eaten here multiple times  and each time the food was delicious
We sat another ten minutes and finally gave up and left.,,we sat another ten minutes and finally gave up and left
He was terrible!,,he was terrible
Everyone is treated equally special.,,everyone is treated equally special
It shouldn't take 30 min for pancakes and eggs.,,it shouldnt take  min for pancakes and eggs
It was delicious!!!,,it was delicious
"On the good side,  the staff was genuinely pleasant and enthusiastic - a real treat.",,on the good side  the staff was genuinely pleasant and enthusiastic  a real treat
"Sadly,  Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",,sadly  gordon ramseys steak is a place we shall sharply avoid during our next trip to vegas
As always the evening was wonderful and the food delicious!,,as always the evening was wonderful and the food delicious
Best fish I've ever had in my life!,,best fish ive ever had in my life
(The bathroom is just next door and very nice.),,the bathroom is just next door and very nice
The buffet is small and all the food they offered was BLAND.,,the buffet is small and all the food they offered was bland
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,,this is an outstanding little restaurant with some of the best food i have ever tasted
Pretty cool I would say.,,pretty cool i would say
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,,definitely a turn off for me  i doubt ill be back unless someone else is buying
Server did a great job handling our large rowdy table.,,server did a great job handling our large rowdy table
"I find wasting food to be despicable,  but this just wasn't food.",,i find wasting food to be despicable  but this just wasnt food
My wife had the Lobster Bisque soup which was lukewarm.,,my wife had the lobster bisque soup which was lukewarm
Would come back again if I had a sushi craving while in Vegas.,,would come back again if i had a sushi craving while in vegas
"The staff are great,  the ambiance is great.",,the staff are great  the ambiance is great
He deserves 5 stars.,,he deserves  stars
I left with a stomach ache and felt sick the rest of the day.,,i left with a stomach ache and felt sick the rest of the day
They dropped more than the ball.,,they dropped more than the ball
"The dining space is tiny,  but elegantly decorated and comfortable.",,the dining space is tiny  but elegantly decorated and comfortable
"They will customize your order any way you'd like,  my usual is Eggplant with Green Bean stir fry,  love it!",,they will customize your order any way youd like  my usual is eggplant with green bean stir fry  love it
And the beans and rice were mediocre at best.,,and the beans and rice were mediocre at best
Best tacos in town by far!!,,best tacos in town by far
I took back my money and got outta there.,,i took back my money and got outta there
"In an interesting part of town,  this place is amazing.",,in an interesting part of town  this place is amazing
RUDE & INCONSIDERATE MANAGEMENT.,,rude  inconsiderate management
"The staff are now not as friendly,  the wait times for being served are horrible,  no one even says hi for the first 10 minutes.",,the staff are now not as friendly  the wait times for being served are horrible  no one even says hi for the first  minutes
I won't be back.,,i wont be back
They have great dinners.,,they have great dinners
The service was outshining & I definitely recommend the Halibut.,,the service was outshining  i definitely recommend the halibut
The food was terrible.,,the food was terrible
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,,will never ever go back and have told many people what had happened
I don't recommend unless your car breaks down in front of it and you are starving.,,i dont recommend unless your car breaks down in front of it and you are starving
I will come back here every time I'm in Vegas.,,i will come back here every time im in vegas
This place deserves one star and 90% has to do with the food.,,this place deserves one star and  has to do with the food
This is a disgrace.,,this is a disgrace
Def coming back to bowl next time,,def coming back to bowl next time
"If you want healthy authentic or ethic food,  try this place.",,if you want healthy authentic or ethic food  try this place
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,,i will continue to come here on ladies night andddd date night  highly recommend this place to anyone who is in the area
"I have been here several times in the past,  and the experience has always been great.",,i have been here several times in the past  and the experience has always been great
We walked away stuffed and happy about our first Vegas buffet experience.,,we walked away stuffed and happy about our first vegas buffet experience
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,,service was excellent and prices are pretty reasonable considering this is vegas and located inside the crystals shopping mall by aria
"To summarize... the food was incredible,  nay,  transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",,to summarize the food was incredible  nay  transcendant but nothing brings me joy quite like the memory of the pneumatic condiment dispenser
I'm probably one of the few people to ever go to Ians and not like it.,,im probably one of the few people to ever go to ians and not like it
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,,kids pizza is always a hit too with lots of great side dish options for the kiddos
Service is perfect and the family atmosphere is nice to see.,,service is perfect and the family atmosphere is nice to see
Cooked to perfection and the service was impeccable.,,cooked to perfection and the service was impeccable
This one is simply a disappointment.,,this one is simply a disappointment
"Overall,  I was very disappointed with the quality of food at Bouchon.",,overall  i was very disappointed with the quality of food at bouchon
I don't have to be an accountant to know I'm getting screwed!,,i dont have to be an accountant to know im getting screwed
"Great place to eat,  reminds me of the little mom and pop shops in the San Francisco Bay Area.",,great place to eat  reminds me of the little mom and pop shops in the san francisco bay area
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,,today was my first taste of a buldogis gourmet hot dog and i have to tell you it was more than i ever thought possible
Left very frustrated.,,left very frustrated
I'll definitely be in soon again.,,ill definitely be in soon again
Food was really good and I got full petty fast.,,food was really good and i got full petty fast
Service was fantastic.,,service was fantastic
TOTAL WASTE OF TIME.,,total waste of time
I don't know what kind it is but they have the best iced tea.,,i dont know what kind it is but they have the best iced tea
"Come hungry,  leave happy and stuffed!",,come hungry  leave happy and stuffed
"For service,  I give them no stars.",,for service  i give them no stars
I can assure you that you won't be disappointed.,,i can assure you that you wont be disappointed
I can take a little bad service but the food sucks.,,i can take a little bad service but the food sucks
Gave up trying to eat any of the crust (teeth still sore).,,gave up trying to eat any of the crust teeth still sore
But now I was completely grossed out.,,but now i was completely grossed out
I really enjoyed eating here.,,i really enjoyed eating here
First time going but I think I will quickly become a regular.,,first time going but i think i will quickly become a regular
"Our server was very nice,  and even though he looked a little overwhelmed with all of our needs,  he stayed professional and friendly until the end.",,our server was very nice  and even though he looked a little overwhelmed with all of our needs  he stayed professional and friendly until the end
From what my dinner companions told me...everything was very fresh with nice texture and taste.,,from what my dinner companions told meeverything was very fresh with nice texture and taste
"On the ground,  right next to our table was a large,  smeared,  been-stepped-in-and-tracked-everywhere pile of green bird poop.",,on the ground  right next to our table was a large  smeared  beensteppedinandtrackedeverywhere pile of green bird poop
"Furthermore,  you can't even find hours of operation on the website!",,furthermore  you cant even find hours of operation on the website
We've tried to like this place but after 10+ times I think we're done with them.,,weve tried to like this place but after  times i think were done with them
What a mistake that was!,,what a mistake that was
No complaints!,,no complaints
This is some seriously good pizza and I'm an expert/connisseur on the topic.,,this is some seriously good pizza and im an expertconnisseur on the topic
Waiter was a jerk.,,waiter was a jerk
"Strike 2,  who wants to be rushed.",,strike   who wants to be rushed
These are the nicest restaurant owners I've ever come across.,,these are the nicest restaurant owners ive ever come across
I never come again.,,i never come again
We loved the biscuits!!!,,we loved the biscuits
Service is quick and friendly.,,service is quick and friendly
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,,ordered an appetizer and took  minutes and then the pizza another  minutes
So absolutley fantastic.,,so absolutley fantastic
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,,it was a huge awkward lb piece of cow that was ths gristle and fat
definitely will come back here again.,,definitely will come back here again
I like Steiners because it's dark and it feels like a bar.,,i like steiners because its dark and it feels like a bar
Wow very spicy but delicious.,,wow very spicy but delicious
"If you're not familiar,  check it out.",,if youre not familiar  check it out
I'll take my business dinner dollars elsewhere.,,ill take my business dinner dollars elsewhere
I'd love to go back.,,id love to go back
"Anyway,  this FS restaurant has a wonderful breakfast/lunch.",,anyway  this fs restaurant has a wonderful breakfastlunch
Nothing special.,,nothing special
Each day of the week they have a different deal and it's all so delicious!,,each day of the week they have a different deal and its all so delicious
"Not to mention the combination of pears,  almonds and bacon is a big winner!",,not to mention the combination of pears  almonds and bacon is a big winner
Will not be back.,,will not be back
Sauce was tasteless.,,sauce was tasteless
"The food is delicious and just spicy enough,  so be sure to ask for spicier if you prefer it that way.",,the food is delicious and just spicy enough  so be sure to ask for spicier if you prefer it that way
My ribeye steak was cooked perfectly and had great mesquite flavor.,,my ribeye steak was cooked perfectly and had great mesquite flavor
I don't think we'll be going back anytime soon.,,i dont think well be going back anytime soon
Food was so gooodd.,,food was so gooodd
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,,i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food
I was so insulted.,,i was so insulted
The last 3 times I had lunch here has been bad.,,the last  times i had lunch here has been bad
The chicken wings contained the driest chicken meat I have ever eaten.,,the chicken wings contained the driest chicken meat i have ever eaten
"The food was very good and I enjoyed every mouthful,  an enjoyable relaxed venue for couples small family groups etc.",,the food was very good and i enjoyed every mouthful  an enjoyable relaxed venue for couples small family groups etc
Nargile - I think you are great.,,nargile  i think you are great
Best tater tots in the southwest.,,best tater tots in the southwest
We loved the place.,,we loved the place
Definitely not worth the $3 I paid.,,definitely not worth the  i paid
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,,the vanilla ice cream was creamy and smooth while the profiterole choux pastry was fresh enough
Im in AZ all the time and now have my new spot.,,im in az all the time and now have my new spot
The manager was the worst.,,the manager was the worst
The inside is really quite nice and very clean.,,the inside is really quite nice and very clean
The food was outstanding and the prices were very reasonable.,,the food was outstanding and the prices were very reasonable
I don't think I'll be running back to Carly's anytime soon for food.,,i dont think ill be running back to carlys anytime soon for food
"This is was due to the fact that it took 20 minutes to be acknowledged,  then another 35 minutes to get our food...and they kept forgetting things.",,this is was due to the fact that it took  minutes to be acknowledged  then another  minutes to get our foodand they kept forgetting things
"Love the margaritas,  too!",,love the margaritas  too
This was my first and only Vegas buffet and it did not disappoint.,,this was my first and only vegas buffet and it did not disappoint
"Very good,  though!",,very good  though
The one down note is the ventilation could use some upgrading.,,the one down note is the ventilation could use some upgrading
Great pork sandwich.,,great pork sandwich
Don't waste your time here.,,dont waste your time here
"Total letdown,  I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",,total letdown  i would much rather just go to the camelback flower shop and cartel coffee
"Third,  the cheese on my friend's burger was cold.",,third  the cheese on my friends burger was cold
We enjoy their pizza and brunch.,,we enjoy their pizza and brunch
The steaks are all well trimmed and also perfectly cooked.,,the steaks are all well trimmed and also perfectly cooked
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,,we had a group of  when we claimed we would only have  and they handled us beautifully
I LOVED it!,,i loved it
We asked for the bill to leave without eating and they didn't bring that either.,,we asked for the bill to leave without eating and they didnt bring that either
"This place is a jewel in Las Vegas,  and exactly what I've been hoping to find in nearly ten years living here.",,this place is a jewel in las vegas  and exactly what ive been hoping to find in nearly ten years living here
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,,seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh
The selection of food was not the best.,,the selection of food was not the best
Delicious and I will absolutely be back!,,delicious and i will absolutely be back
"This isn't a small family restaurant,  this is a fine dining establishment.",,this isnt a small family restaurant  this is a fine dining establishment
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,,they had a toro tartare with a cavier that was extraordinary and i liked the thinly sliced wagyu with white truffle
I dont think I will be back for a very long time.,,i dont think i will be back for a very long time
"It was attached to a gas station,  and that is rarely a good sign.",,it was attached to a gas station  and that is rarely a good sign
How awesome is that.,,how awesome is that
I will be back many times soon.,,i will be back many times soon
The menu had so much good stuff on it i could not decide!,,the menu had so much good stuff on it i could not decide
"Worse of all,  he humiliated his worker right in front of me..Bunch of horrible name callings.",,worse of all  he humiliated his worker right in front of mebunch of horrible name callings
CONCLUSION: Very filling meals.,,conclusion very filling meals
Their daily specials are always a hit with my group.,,their daily specials are always a hit with my group
And then tragedy struck.,,and then tragedy struck
The pancake was also really good and pretty large at that.,,the pancake was also really good and pretty large at that
"This was my first crawfish experience,  and it was delicious!",,this was my first crawfish experience  and it was delicious
Their monster chicken fried steak and eggs is my all time favorite.,,their monster chicken fried steak and eggs is my all time favorite
Waitress was sweet and funny.,,waitress was sweet and funny
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing,  fluffy,  and delicious!",,i also had to taste my moms multigrain pumpkin pancakes with pecan butter and they were amazing  fluffy  and delicious
"I'd rather eat airline food,  seriously.",,id rather eat airline food  seriously
Cant say enough good things about this place.,,cant say enough good things about this place
The ambiance was incredible.,,the ambiance was incredible
The waitress and manager are so friendly.,,the waitress and manager are so friendly
I would not recommend this place.,,i would not recommend this place
Overall I wasn't very impressed with Noca.,,overall i wasnt very impressed with noca
My gyro was basically lettuce only.,,my gyro was basically lettuce only
Terrible service!,,terrible service
Thoroughly disappointed!,,thoroughly disappointed
"I don't each much pasta,  but I love the homemade /hand made pastas and thin pizzas here.",,i dont each much pasta  but i love the homemade hand made pastas and thin pizzas here
"Give it a try,  you will be happy you did.",,give it a try  you will be happy you did
By far the BEST cheesecurds we have ever had!,,by far the best cheesecurds we have ever had
Reasonably priced also!,,reasonably priced also
Everything was perfect the night we were in.,,everything was perfect the night we were in
The food is very good for your typical bar food.,,the food is very good for your typical bar food
it was a drive to get there.,,it was a drive to get there
"At first glance it is a lovely bakery cafe - nice ambiance,  clean,  friendly staff.",,at first glance it is a lovely bakery cafe  nice ambiance  clean  friendly staff
"Anyway,  I do not think i will go back there.",,anyway  i do not think i will go back there
"Point your finger at any item on the menu,  order it and you won't be disappointed.",,point your finger at any item on the menu  order it and you wont be disappointed
"Oh this is such a thing of beauty,  this restaurant.",,oh this is such a thing of beauty  this restaurant
If you haven't gone here GO NOW!,,if you havent gone here go now
"A greasy,  unhealthy meal.",,a greasy  unhealthy meal
first time there and might just be the last.,,first time there and might just be the last
Those burgers were amazing.,,those burgers were amazing
"Similarly,  the delivery man did not say a word of apology when our food was 45 minutes late.",,similarly  the delivery man did not say a word of apology when our food was  minutes late
And it was way to expensive.,,and it was way to expensive
"Be sure to order dessert,  even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",,be sure to order dessert  even if you need to pack it togo  the tiramisu and cannoli are both to die for
This was my first time and I can't wait until the next.,,this was my first time and i cant wait until the next
The bartender was also nice.,,the bartender was also nice
Everything was good and tasty!,,everything was good and tasty
This place is two thumbs up....way up.,,this place is two thumbs upway up
"The best place in Vegas for breakfast (just check out a Sat,  or Sun.",,the best place in vegas for breakfast just check out a sat  or sun
"If you love authentic Mexican food and want a whole bunch of interesting,  yet delicious meats to choose from,  you need to try this place.",,if you love authentic mexican food and want a whole bunch of interesting  yet delicious meats to choose from  you need to try this place
Terrible management.,,terrible management
An excellent new restaurant by an experienced Frenchman.,,an excellent new restaurant by an experienced frenchman
If there were zero stars I would give it zero stars.,,if there were zero stars i would give it zero stars
"Great steak,  great sides,  great wine,  amazing desserts.",,great steak  great sides  great wine  amazing desserts
Worst martini ever!,,worst martini ever
The steak and the shrimp are in my opinion the best entrees at GC.,,the steak and the shrimp are in my opinion the best entrees at gc
I had the opportunity today to sample your amazing pizzas!,,i had the opportunity today to sample your amazing pizzas
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,,we waited for thirty minutes to be seated although there were  vacant tables and we were the only folks waiting
The yellowtail carpaccio was melt in your mouth fresh.,,the yellowtail carpaccio was melt in your mouth fresh
I won't try going back there even if it's empty.,,i wont try going back there even if its empty
"No,  I'm going to eat the potato that I found some strangers hair in it.",,no  im going to eat the potato that i found some strangers hair in it
Just spicy enough.. Perfect actually.,,just spicy enough perfect actually
Last night was my second time dining here and I was so happy I decided to go back!,,last night was my second time dining here and i was so happy i decided to go back
"not even a ""hello,  we will be right with you.""",,not even a hello  we will be right with you
The desserts were a bit strange.,,the desserts were a bit strange
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,,my boyfriend and i came here for the first time on a recent trip to vegas and could not have been more pleased with the quality of food and service
"I really do recommend this place,  you can go wrong with this donut place!",,i really do recommend this place  you can go wrong with this donut place
Nice ambiance.,,nice ambiance
I would recommend saving room for this!,,i would recommend saving room for this
I guess maybe we went on an off night but it was disgraceful.,,i guess maybe we went on an off night but it was disgraceful
"However,  my recent experience at this particular location was not so good.",,however  my recent experience at this particular location was not so good
"I know this is not like the other restaurants at all,  something is very off here!",,i know this is not like the other restaurants at all  something is very off here
AVOID THIS ESTABLISHMENT!,,avoid this establishment
I think this restaurant suffers from not trying hard enough.,,i think this restaurant suffers from not trying hard enough
All of the tapas dishes were delicious!,,all of the tapas dishes were delicious
I *heart* this place.,,i heart this place
My salad had a bland vinegrette on the baby greens and hearts of Palm.,,my salad had a bland vinegrette on the baby greens and hearts of palm
After two I felt disgusting.,,after two i felt disgusting
A good time!,,a good time
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,,i believe that this place is a great stop for those with a huge belly and hankering for sushi
Generous portions and great taste.,,generous portions and great taste
I will never go back to this place and will never ever recommended this place to anyone!,,i will never go back to this place and will never ever recommended this place to anyone
"The servers went back and forth several times,  not even so much as an ""Are you being helped?""",,the servers went back and forth several times  not even so much as an are you being helped
Food was delicious!,,food was delicious
AN HOUR... seriously?,,an hour seriously
I consider this theft.,,i consider this theft
Eew... This location needs a complete overhaul.,,eew this location needs a complete overhaul
We recently witnessed her poor quality of management towards other guests as well.,,we recently witnessed her poor quality of management towards other guests as well
Waited and waited and waited.,,waited and waited and waited
"He also came back to check on us regularly,  excellent service.",,he also came back to check on us regularly  excellent service
Our server was super nice and checked on us many times.,,our server was super nice and checked on us many times
"The pizza tasted old,  super chewy in not a good way.",,the pizza tasted old  super chewy in not a good way
I swung in to give them a try but was deeply disappointed.,,i swung in to give them a try but was deeply disappointed
Service was good and the company was better!,,service was good and the company was better
The staff are also very friendly and efficient.,,the staff are also very friendly and efficient
"As for the service: I'm a fan,  because it's quick and you're being served by some nice folks.",,as for the service im a fan  because its quick and youre being served by some nice folks
Boy was that sucker dry!!.,,boy was that sucker dry
Over rated.,,over rated
"If you look for authentic Thai food,  go else where.",,if you look for authentic thai food  go else where
Their steaks are 100% recommended!,,their steaks are  recommended
After I pulled up my car I waited for another 15 minutes before being acknowledged.,,after i pulled up my car i waited for another  minutes before being acknowledged
Great food and great service in a clean and friendly setting.,,great food and great service in a clean and friendly setting
"All in all,  I can assure you I'll be back.",,all in all  i can assure you ill be back
I hate those things as much as cheap quality black olives.,,i hate those things as much as cheap quality black olives
"My breakfast was perpared great,  with a beautiful presentation of 3 giant slices of Toast,  lightly dusted with powdered sugar.",,my breakfast was perpared great  with a beautiful presentation of  giant slices of toast  lightly dusted with powdered sugar
The kids play area is NASTY!,,the kids play area is nasty
Great place fo take out or eat in.,,great place fo take out or eat in
The waitress was friendly and happy to accomodate for vegan/veggie options.,,the waitress was friendly and happy to accomodate for veganveggie options
OMG I felt like I had never eaten Thai food until this dish.,,omg i felt like i had never eaten thai food until this dish
"It was extremely ""crumby"" and pretty tasteless.",,it was extremely crumby and pretty tasteless
It was a pale color instead of nice and char and has NO flavor.,,it was a pale color instead of nice and char and has no flavor
The croutons also taste homemade which is an extra plus.,,the croutons also taste homemade which is an extra plus
I got home to see the driest damn wings ever!,,i got home to see the driest damn wings ever
It'll be a regular stop on my trips to Phoenix!,,itll be a regular stop on my trips to phoenix
I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,,i really enjoyed crema caf before they expanded i even told friends they had the best breakfast
Not good for the money.,,not good for the money
I miss it and wish they had one in Philadelphia!,,i miss it and wish they had one in philadelphia
"We got sitting fairly fast,  but,  ended up waiting 40 minutes just to place our order,  another 30 minutes before the food arrived.",,we got sitting fairly fast  but  ended up waiting  minutes just to place our order  another  minutes before the food arrived
They also have the best cheese crisp in town.,,they also have the best cheese crisp in town
"Good value,  great food,  great service.",,good value  great food  great service
Couldn't ask for a more satisfying meal.,,couldnt ask for a more satisfying meal
The food is good.,,the food is good
It was awesome.,,it was awesome
I just wanted to leave.,,i just wanted to leave
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,,we made the drive all the way from north scottsdale and i was not one bit disappointed
I will not be eating there again.,,i will not be eating there again
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,,the owners really really need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one
I checked out this place a couple years ago and was not impressed.,,i checked out this place a couple years ago and was not impressed
"The chicken I got was definitely reheated and was only ok,  the wedges were cold and soggy.",,the chicken i got was definitely reheated and was only ok  the wedges were cold and soggy
"Sorry,  I will not be getting food from here anytime soon :(",,sorry  i will not be getting food from here anytime soon
An absolute must visit!,,an absolute must visit
The cow tongue and cheek tacos are amazing.,,the cow tongue and cheek tacos are amazing
My friend did not like his Bloody Mary.,,my friend did not like his bloody mary
"Despite how hard I rate businesses,  its actually rare for me to give a 1 star.",,despite how hard i rate businesses  its actually rare for me to give a  star
They really want to make your experience a good one.,,they really want to make your experience a good one
I will not return.,,i will not return
I had the chicken Pho and it tasted very bland.,,i had the chicken pho and it tasted very bland
Very disappointing!!!,,very disappointing
The grilled chicken was so tender and yellow from the saffron seasoning.,,the grilled chicken was so tender and yellow from the saffron seasoning
"a drive thru means you do not want to wait around for half an hour for your food,  but somehow when we end up going here they make us wait and wait.",,a drive thru means you do not want to wait around for half an hour for your food  but somehow when we end up going here they make us wait and wait
Pretty awesome place.,,pretty awesome place
Ambience is perfect.,,ambience is perfect
Best of luck to the rude and non-customer service focused new management.,,best of luck to the rude and noncustomer service focused new management
Any grandmother can make a roasted chicken better than this one.,,any grandmother can make a roasted chicken better than this one
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,,i asked multiple times for the wine list and after some time of being ignored i went to the hostess and got one myself
"The staff is always super friendly and helpful,  which is especially cool when you bring two small boys and a baby!",,the staff is always super friendly and helpful  which is especially cool when you bring two small boys and a baby
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,,four stars for the food  the guy in the blue shirt for his great vibe  still letting us in to eat
The roast beef sandwich tasted really good!,,the roast beef sandwich tasted really good
"Same evening,  him and I are both drastically sick.",,same evening  him and i are both drastically sick
High-quality chicken on the chicken Caesar salad.,,highquality chicken on the chicken caesar salad
Ordered burger rare came in we'll done.,,ordered burger rare came in well done
We were promptly greeted and seated.,,we were promptly greeted and seated
Tried to go here for lunch and it was a madhouse.,,tried to go here for lunch and it was a madhouse
"I was proven dead wrong by this sushi bar,  not only because the quality is great,  but the service is fast and the food,  impeccable.",,i was proven dead wrong by this sushi bar  not only because the quality is great  but the service is fast and the food  impeccable
"After waiting an hour and being seated,  I was not in the greatest of moods.",,after waiting an hour and being seated  i was not in the greatest of moods
This is a good joint.,,this is a good joint
The Macarons here are insanely good.,,the macarons here are insanely good
I'm not eating here!,,im not eating here
"Our waiter was very attentive,  friendly,  and informative.",,our waiter was very attentive  friendly  and informative
Maybe if they weren't cold they would have been somewhat edible.,,maybe if they werent cold they would have been somewhat edible
This place has a lot of promise but fails to deliver.,,this place has a lot of promise but fails to deliver
Very bad Experience!,,very bad experience
What a mistake.,,what a mistake
Food was average at best.,,food was average at best
Great food.,,great food
We won't be going back anytime soon!,,we wont be going back anytime soon
Very Very Disappointed ordered the $35 Big Bay Plater.,,very very disappointed ordered the  big bay plater
Great place to relax and have an awesome burger and beer.,,great place to relax and have an awesome burger and beer
It is PERFECT for a sit-down family meal or get together with a few friends.,,it is perfect for a sitdown family meal or get together with a few friends
"Not much flavor to them,  and very poorly constructed.",,not much flavor to them  and very poorly constructed
The patio seating was very comfortable.,,the patio seating was very comfortable
The fried rice was dry as well.,,the fried rice was dry as well
Hands down my favorite Italian restaurant!,,hands down my favorite italian restaurant
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",,that just screams legit in my booksomethats also pretty rare here in vegas
It was just not a fun experience.,,it was just not a fun experience
The atmosphere was great with a lovely duo of violinists playing songs we requested.,,the atmosphere was great with a lovely duo of violinists playing songs we requested
